venta_id,ticket_id,fecha,tienda_id,product_id,cantidad,precio_unitario
V003231,T003231,2025-03-23,MTY,P030,2,180.0
V003232,T003232,2025-03-23,MTY,P029,1,95.0
V003233,T003233,2025-03-23,MTY,P064,1,38.0
V003234,T003233,2025-03-23,MTY,P061,1,165.0
V003235,T003235,2025-03-23,MTY,P060,1,850.0
V003236,T003235,2025-03-23,MTY,P064,1,38.0
V003237,T003237,2025-03-23,MTY,P083,2,65.0
V003238,T003238,2025-03-23,MTY,P082,1,25.0
V003239,T003238,2025-03-23,MTY,P107,1,165.0
V003240,T003240,2025-03-23,MTY,P003,3,8.5
V003241,T003241,2025-03-23,MTY,P100,3,1250.0
V003242,T003241,2025-03-23,MTY,P101,2,35.0
V003243,T003241,2025-03-23,MTY,P041,1,35.0
V003244,T003244,2025-03-23,MTY,P100,3,1250.0
V003245,T003244,2025-03-23,MTY,P101,1,35.0
V003246,T003246,2025-03-23,MTY,P025,3,35.0
V003247,T003247,2025-03-23,MTY,P100,3,1250.0
V003248,T003247,2025-03-23,MTY,P102,2,45.0
V003249,T003249,2025-03-23,MTY,P100,1,1250.0
V003250,T003249,2025-03-23,MTY,P101,3,35.0
V003251,T003251,2025-03-23,MTY,P045,1,45.0
V003252,T003251,2025-03-23,MTY,P029,2,95.0
V003253,T003253,2025-03-24,CUN,P022,3,150.0
V003254,T003253,2025-03-24,CUN,P065,3,30.0
V003255,T003255,2025-03-24,CUN,P064,1,38.0
V003256,T003255,2025-03-24,CUN,P061,1,165.0
V003257,T003257,2025-03-24,CUN,P027,1,320.0
V003258,T003258,2025-03-24,CUN,P042,3,28.0
V003259,T003258,2025-03-24,CUN,P043,1,18.0
V003260,T003260,2025-03-24,CUN,P061,2,165.0
V003261,T003261,2025-03-24,CUN,P063,2,45.0
V003262,T003261,2025-03-24,CUN,P060,2,850.0
V003263,T003263,2025-03-24,CUN,P063,3,45.0
V003264,T003263,2025-03-24,CUN,P060,3,850.0
V003265,T003263,2025-03-24,CUN,P064,2,38.0
V003266,T003266,2025-03-24,CUN,P103,2,120.0
V003267,T003267,2025-03-24,CUN,P021,1,85.0
V003268,T003267,2025-03-24,CUN,P025,1,35.0
V003269,T003269,2025-03-24,CUN,P041,1,35.0
V003270,T003269,2025-03-24,CUN,P043,2,18.0
V003271,T003271,2025-03-24,CUN,P060,1,850.0
V003272,T003272,2025-03-24,CUN,P100,2,1250.0
V003273,T003272,2025-03-24,CUN,P102,1,45.0
V003274,T003272,2025-03-24,CUN,P027,1,320.0
V003275,T003275,2025-03-24,CUN,P103,2,120.0
V003276,T003275,2025-03-24,CUN,P060,1,850.0
V003277,T003277,2025-03-24,CUN,P020,2,55.0
V003278,T003277,2025-03-24,CUN,P023,1,40.0
V003279,T003279,2025-03-24,CUN,P042,2,28.0
V003280,T003279,2025-03-24,CUN,P043,3,18.0
V003281,T003281,2025-03-24,CUN,P065,3,30.0
V003282,T003282,2025-03-24,CUN,P063,1,45.0
V003283,T003282,2025-03-24,CUN,P060,1,850.0
V003284,T003282,2025-03-24,CUN,P107,3,165.0
V003285,T003285,2025-03-24,CUN,P080,2,280.0
V003286,T003286,2025-03-24,MID,P040,1,1450.0
V003287,T003286,2025-03-24,MID,P083,3,65.0
V003288,T003288,2025-03-24,MID,P041,1,35.0
V003289,T003288,2025-03-24,MID,P043,1,18.0
V003290,T003290,2025-03-24,MID,P086,3,650.0
V003291,T003290,2025-03-24,MID,P107,1,165.0
V003292,T003292,2025-03-24,MID,P062,2,320.0
V003293,T003292,2025-03-24,MID,P030,1,180.0
V003294,T003294,2025-03-24,MID,P041,1,35.0
V003295,T003294,2025-03-24,MID,P064,3,38.0
V003296,T003296,2025-03-24,MID,P084,2,18.0
V003297,T003297,2025-03-24,MID,P063,2,45.0
V003298,T003297,2025-03-24,MID,P060,1,850.0
V003299,T003299,2025-03-24,MID,P085,2,980.0
V003300,T003299,2025-03-24,MID,P060,1,850.0
V003301,T003301,2025-03-24,MID,P046,1,280.0
V003302,T003301,2025-03-24,MID,P011,3,210.0
V003303,T003303,2025-03-24,MID,P020,1,55.0
V003304,T003303,2025-03-24,MID,P023,3,40.0
V003305,T003303,2025-03-24,MID,P085,1,980.0
V003306,T003306,2025-03-24,MID,P080,1,280.0
V003307,T003307,2025-03-24,MID,P085,1,980.0
V003308,T003308,2025-03-24,CHI,P064,3,38.0
V003309,T003308,2025-03-24,CHI,P009,2,85.0
V003310,T003310,2025-03-24,CHI,P021,3,85.0
V003311,T003310,2025-03-24,CHI,P023,2,40.0
V003312,T003310,2025-03-24,CHI,P041,1,35.0
V003313,T003313,2025-03-24,CHI,P040,3,1450.0
V003314,T003314,2025-03-24,CHI,P102,2,45.0
V003315,T003314,2025-03-24,CHI,P084,1,18.0
V003316,T003316,2025-03-24,CHI,P044,1,22.0
V003317,T003316,2025-03-24,CHI,P007,1,95.0
V003318,T003318,2025-03-24,CHI,P082,1,25.0
V003319,T003319,2025-03-24,CHI,P100,2,1250.0
V003320,T003319,2025-03-24,CHI,P101,1,35.0
V003321,T003319,2025-03-24,CHI,P066,2,55.0
V003322,T003322,2025-03-24,CHI,P081,1,65.0
V003323,T003323,2025-03-24,CHI,P007,2,95.0
V003324,T003323,2025-03-24,CHI,P065,1,30.0
V003325,T003325,2025-03-24,CHI,P005,2,65.0
V003326,T003326,2025-03-24,CHI,P060,2,850.0
V003327,T003326,2025-03-24,CHI,P044,2,22.0
V003328,T003328,2025-03-24,CHI,P103,1,120.0
V003329,T003329,2025-03-24,CHI,P008,1,180.0
V003330,T003329,2025-03-24,CHI,P048,1,180.0
V003331,T003331,2025-03-24,CHI,P104,2,95.0
V003332,T003331,2025-03-24,CHI,P003,1,8.5
V003333,T003333,2025-03-24,CHI,P006,1,12.0
V003334,T003334,2025-03-24,CHI,P021,1,85.0
V003335,T003334,2025-03-24,CHI,P023,2,40.0
V003336,T003336,2025-03-24,CDMX,P082,2,25.0
V003337,T003336,2025-03-24,CDMX,P024,1,6.0
V003338,T003338,2025-03-24,CDMX,P044,1,22.0
V003339,T003338,2025-03-24,CDMX,P041,2,35.0
V003340,T003340,2025-03-24,CDMX,P029,2,95.0
V003341,T003341,2025-03-24,CDMX,P021,1,85.0
V003342,T003341,2025-03-24,CDMX,P023,1,40.0
V003343,T003343,2025-03-24,CDMX,P022,1,150.0
V003344,T003343,2025-03-24,CDMX,P023,2,40.0
V003345,T003343,2025-03-24,CDMX,P086,2,650.0
V003346,T003346,2025-03-24,CDMX,P063,2,45.0
V003347,T003346,2025-03-24,CDMX,P060,1,850.0
V003348,T003346,2025-03-24,CDMX,P065,2,30.0
V003349,T003349,2025-03-24,CDMX,P064,1,38.0
V003350,T003349,2025-03-24,CDMX,P061,2,165.0
V003351,T003351,2025-03-24,CDMX,P023,3,40.0
V003352,T003352,2025-03-24,CDMX,P041,3,35.0
V003353,T003352,2025-03-24,CDMX,P043,3,18.0
V003354,T003352,2025-03-24,CDMX,P066,3,55.0
V003355,T003355,2025-03-24,CDMX,P063,3,45.0
V003356,T003355,2025-03-24,CDMX,P060,2,850.0
V003357,T003357,2025-03-24,MTY,P022,2,150.0
V003358,T003357,2025-03-24,MTY,P023,1,40.0
V003359,T003357,2025-03-24,MTY,P082,2,25.0
V003360,T003360,2025-03-24,MTY,P042,2,28.0
V003361,T003360,2025-03-24,MTY,P043,2,18.0
V003362,T003360,2025-03-24,MTY,P007,1,95.0
V003363,T003363,2025-03-24,MTY,P021,1,85.0
V003364,T003363,2025-03-24,MTY,P023,1,40.0
V003365,T003363,2025-03-24,MTY,P026,1,65.0
V003366,T003366,2025-03-24,MTY,P021,2,85.0
V003367,T003366,2025-03-24,MTY,P023,1,40.0
V003368,T003366,2025-03-24,MTY,P106,1,55.0
V003369,T003369,2025-03-24,MTY,P042,2,28.0
V003370,T003369,2025-03-24,MTY,P043,1,18.0
V003371,T003371,2025-03-24,MTY,P084,1,18.0
V003372,T003372,2025-03-24,MTY,P065,1,30.0
V003373,T003372,2025-03-24,MTY,P004,2,6.0
V003374,T003374,2025-03-24,MTY,P100,2,1250.0
V003375,T003374,2025-03-24,MTY,P102,2,45.0
V003376,T003376,2025-03-24,MTY,P023,1,40.0
V003377,T003376,2025-03-24,MTY,P043,3,18.0
V003378,T003378,2025-03-24,MTY,P064,1,38.0
V003379,T003378,2025-03-24,MTY,P061,1,165.0
V003380,T003380,2025-03-24,MTY,P080,3,280.0
V003381,T003381,2025-03-24,MTY,P083,3,65.0
V003382,T003382,2025-03-24,MTY,P044,2,22.0
V003383,T003383,2025-03-24,MTY,P024,2,6.0
V003384,T003384,2025-03-24,MTY,P105,1,145.0
V003385,T003384,2025-03-24,MTY,P061,1,165.0
V003386,T003386,2025-03-24,MTY,P062,1,320.0
V003387,T003387,2025-03-24,MTY,P006,3,12.0
V003388,T003387,2025-03-24,MTY,P004,1,6.0
V003389,T003389,2025-03-25,CUN,P104,2,95.0
V003390,T003390,2025-03-25,CUN,P086,3,650.0
V003391,T003390,2025-03-25,CUN,P043,3,18.0
V003392,T003392,2025-03-25,CUN,P084,1,18.0
V003393,T003392,2025-03-25,CUN,P001,3,145.0
V003394,T003394,2025-03-25,CUN,P064,3,38.0
V003395,T003394,2025-03-25,CUN,P061,1,165.0
V003396,T003396,2025-03-25,CUN,P100,1,1250.0
V003397,T003396,2025-03-25,CUN,P102,2,45.0
V003398,T003398,2025-03-25,CUN,P011,2,210.0
V003399,T003399,2025-03-25,CUN,P012,2,980.0
V003400,T003399,2025-03-25,CUN,P085,1,980.0
V003401,T003401,2025-03-25,CUN,P043,1,18.0
V003402,T003401,2025-03-25,CUN,P013,1,45.0
V003403,T003403,2025-03-25,CUN,P022,1,150.0
V003404,T003404,2025-03-25,CUN,P100,3,1250.0
V003405,T003404,2025-03-25,CUN,P101,3,35.0
V003406,T003404,2025-03-25,CUN,P022,2,150.0
V003407,T003407,2025-03-25,CUN,P012,2,980.0
V003408,T003408,2025-03-25,CUN,P004,1,6.0
V003409,T003408,2025-03-25,CUN,P047,1,95.0
V003410,T003410,2025-03-25,CUN,P005,1,65.0
V003411,T003411,2025-03-25,CUN,P001,2,145.0
V003412,T003411,2025-03-25,CUN,P022,2,150.0
V003413,T003413,2025-03-25,CUN,P042,1,28.0
V003414,T003414,2025-03-25,CUN,P023,1,40.0
V003415,T003414,2025-03-25,CUN,P028,1,180.0
V003416,T003416,2025-03-25,MID,P061,1,165.0
V003417,T003417,2025-03-25,MID,P082,1,25.0
V003418,T003418,2025-03-25,MID,P064,3,38.0
V003419,T003418,2025-03-25,MID,P061,1,165.0
V003420,T003418,2025-03-25,MID,P100,1,1250.0
V003421,T003421,2025-03-25,MID,P020,1,55.0
V003422,T003421,2025-03-25,MID,P023,1,40.0
V003423,T003421,2025-03-25,MID,P030,1,180.0
V003424,T003424,2025-03-25,MID,P046,1,280.0
V003425,T003425,2025-03-25,MID,P100,3,1250.0
V003426,T003425,2025-03-25,MID,P101,3,35.0
V003427,T003427,2025-03-25,MID,P064,3,38.0
V003428,T003427,2025-03-25,MID,P061,2,165.0
V003429,T003429,2025-03-25,MID,P021,1,85.0
V003430,T003429,2025-03-25,MID,P023,1,40.0
V003431,T003431,2025-03-25,MID,P020,1,55.0
V003432,T003431,2025-03-25,MID,P023,1,40.0
V003433,T003433,2025-03-25,MID,P028,1,180.0
V003434,T003433,2025-03-25,MID,P046,2,280.0
V003435,T003435,2025-03-25,MID,P025,1,35.0
V003436,T003435,2025-03-25,MID,P066,2,55.0
V003437,T003437,2025-03-25,MID,P100,1,1250.0
V003438,T003437,2025-03-25,MID,P102,1,45.0
V003439,T003437,2025-03-25,MID,P024,3,6.0
V003440,T003440,2025-03-25,MID,P064,1,38.0
V003441,T003440,2025-03-25,MID,P061,3,165.0
V003442,T003440,2025-03-25,MID,P063,3,45.0
V003443,T003443,2025-03-25,MID,P012,3,980.0
V003444,T003443,2025-03-25,MID,P085,3,980.0
V003445,T003445,2025-03-25,CHI,P022,1,150.0
V003446,T003445,2025-03-25,CHI,P023,1,40.0
V003447,T003447,2025-03-25,CHI,P066,2,55.0
V003448,T003447,2025-03-25,CHI,P100,2,1250.0
V003449,T003449,2025-03-25,CHI,P084,1,18.0
V003450,T003450,2025-03-25,CHI,P064,3,38.0
V003451,T003450,2025-03-25,CHI,P061,1,165.0
V003452,T003450,2025-03-25,CHI,P043,1,18.0
V003453,T003453,2025-03-25,CHI,P063,2,45.0
V003454,T003453,2025-03-25,CHI,P060,1,850.0
V003455,T003453,2025-03-25,CHI,P028,1,180.0
V003456,T003456,2025-03-25,CHI,P012,3,980.0
V003457,T003456,2025-03-25,CHI,P004,1,6.0
V003458,T003458,2025-03-25,CHI,P100,2,1250.0
V003459,T003458,2025-03-25,CHI,P101,1,35.0
V003460,T003458,2025-03-25,CHI,P060,1,850.0
V003461,T003461,2025-03-25,CHI,P030,3,180.0
V003462,T003461,2025-03-25,CHI,P007,1,95.0
V003463,T003463,2025-03-25,CHI,P102,1,45.0
V003464,T003464,2025-03-25,CHI,P060,2,850.0
V003465,T003464,2025-03-25,CHI,P023,2,40.0
V003466,T003466,2025-03-25,CDMX,P009,2,85.0
V003467,T003467,2025-03-25,CDMX,P041,1,35.0
V003468,T003467,2025-03-25,CDMX,P043,1,18.0
V003469,T003467,2025-03-25,CDMX,P029,2,95.0
V003470,T003470,2025-03-25,CDMX,P026,1,65.0
V003471,T003471,2025-03-25,CDMX,P010,2,120.0
V003472,T003471,2025-03-25,CDMX,P012,3,980.0
V003473,T003473,2025-03-25,CDMX,P100,1,1250.0
V003474,T003473,2025-03-25,CDMX,P102,2,45.0
V003475,T003475,2025-03-25,CDMX,P008,1,180.0
V003476,T003476,2025-03-25,CDMX,P060,2,850.0
V003477,T003477,2025-03-25,CDMX,P011,3,210.0
V003478,T003478,2025-03-25,CDMX,P025,3,35.0
V003479,T003478,2025-03-25,CDMX,P047,1,95.0
V003480,T003480,2025-03-25,MTY,P047,2,95.0
V003481,T003481,2025-03-25,MTY,P011,2,210.0
V003482,T003481,2025-03-25,MTY,P043,2,18.0
V003483,T003483,2025-03-25,MTY,P012,1,980.0
V003484,T003483,2025-03-25,MTY,P010,2,120.0
V003485,T003485,2025-03-25,MTY,P103,2,120.0
V003486,T003486,2025-03-25,MTY,P060,1,850.0
V003487,T003486,2025-03-25,MTY,P086,3,650.0
V003488,T003488,2025-03-25,MTY,P021,1,85.0
V003489,T003488,2025-03-25,MTY,P023,1,40.0
V003490,T003488,2025-03-25,MTY,P004,1,6.0
V003491,T003491,2025-03-25,MTY,P024,1,6.0
V003492,T003492,2025-03-25,MTY,P004,1,6.0
V003493,T003493,2025-03-25,MTY,P020,1,55.0
V003494,T003494,2025-03-25,MTY,P080,1,280.0
V003495,T003495,2025-03-25,MTY,P100,2,1250.0
V003496,T003495,2025-03-25,MTY,P102,1,45.0
V003497,T003495,2025-03-25,MTY,P008,1,180.0
V003498,T003498,2025-03-25,MTY,P080,1,280.0
V003499,T003499,2025-03-25,MTY,P042,2,28.0
V003500,T003499,2025-03-25,MTY,P043,3,18.0
V003501,T003499,2025-03-25,MTY,P106,2,55.0
V003502,T003502,2025-03-25,MTY,P064,1,38.0
V003503,T003502,2025-03-25,MTY,P061,3,165.0
V003504,T003504,2025-03-25,MTY,P062,1,320.0
V003505,T003504,2025-03-25,MTY,P029,1,95.0
V003506,T003506,2025-03-25,MTY,P064,3,38.0
V003507,T003506,2025-03-25,MTY,P061,2,165.0
V003508,T003506,2025-03-25,MTY,P020,1,55.0
V003509,T003509,2025-03-25,MTY,P100,1,1250.0
V003510,T003509,2025-03-25,MTY,P101,1,35.0
V003511,T003509,2025-03-25,MTY,P012,1,980.0
V003512,T003512,2025-03-25,MTY,P086,1,650.0
V003513,T003512,2025-03-25,MTY,P023,1,40.0
V003514,T003514,2025-03-25,MTY,P105,1,145.0
V003515,T003514,2025-03-25,MTY,P060,1,850.0
V003516,T003516,2025-03-26,CUN,P045,2,45.0
V003517,T003517,2025-03-26,CUN,P100,1,1250.0
V003518,T003517,2025-03-26,CUN,P102,2,45.0
V003519,T003517,2025-03-26,CUN,P065,1,30.0
V003520,T003520,2025-03-26,CUN,P001,3,145.0
V003521,T003521,2025-03-26,CUN,P009,1,85.0
V003522,T003521,2025-03-26,CUN,P006,3,12.0
V003523,T003523,2025-03-26,CUN,P103,1,120.0
V003524,T003524,2025-03-26,CUN,P105,1,145.0
V003525,T003524,2025-03-26,CUN,P063,1,45.0
V003526,T003526,2025-03-26,CUN,P063,1,45.0
V003527,T003527,2025-03-26,CUN,P100,3,1250.0
V003528,T003527,2025-03-26,CUN,P101,1,35.0
V003529,T003527,2025-03-26,CUN,P005,3,65.0
V003530,T003530,2025-03-26,CUN,P002,1,180.0
V003531,T003531,2025-03-26,MID,P100,2,1250.0
V003532,T003531,2025-03-26,MID,P102,1,45.0
V003533,T003533,2025-03-26,MID,P041,1,35.0
V003534,T003533,2025-03-26,MID,P043,1,18.0
V003535,T003533,2025-03-26,MID,P030,3,180.0
V003536,T003536,2025-03-26,MID,P064,3,38.0
V003537,T003536,2025-03-26,MID,P061,1,165.0
V003538,T003538,2025-03-26,MID,P008,1,180.0
V003539,T003538,2025-03-26,MID,P105,1,145.0
V003540,T003540,2025-03-26,MID,P063,1,45.0
V003541,T003540,2025-03-26,MID,P060,1,850.0
V003542,T003540,2025-03-26,MID,P102,2,45.0
V003543,T003543,2025-03-26,MID,P064,2,38.0
V003544,T003543,2025-03-26,MID,P061,1,165.0
V003545,T003545,2025-03-26,MID,P010,3,120.0
V003546,T003546,2025-03-26,MID,P042,2,28.0
V003547,T003546,2025-03-26,MID,P043,3,18.0
V003548,T003546,2025-03-26,MID,P007,1,95.0
V003549,T003549,2025-03-26,MID,P104,1,95.0
V003550,T003550,2025-03-26,MID,P010,1,120.0
V003551,T003551,2025-03-26,MID,P064,2,38.0
V003552,T003551,2025-03-26,MID,P061,1,165.0
V003553,T003551,2025-03-26,MID,P081,1,65.0
V003554,T003554,2025-03-26,MID,P086,1,650.0
V003555,T003554,2025-03-26,MID,P007,1,95.0
V003556,T003556,2025-03-26,MID,P029,3,95.0
V003557,T003556,2025-03-26,MID,P030,2,180.0
V003558,T003558,2025-03-26,MID,P080,3,280.0
V003559,T003558,2025-03-26,MID,P082,1,25.0
V003560,T003560,2025-03-26,MID,P024,1,6.0
V003561,T003561,2025-03-26,MID,P080,1,280.0
V003562,T003562,2025-03-26,CHI,P020,1,55.0
V003563,T003562,2025-03-26,CHI,P023,1,40.0
V003564,T003562,2025-03-26,CHI,P040,1,1450.0
V003565,T003565,2025-03-26,CHI,P030,1,180.0
V003566,T003566,2025-03-26,CHI,P022,2,150.0
V003567,T003566,2025-03-26,CHI,P023,2,40.0
V003568,T003568,2025-03-26,CHI,P041,3,35.0
V003569,T003568,2025-03-26,CHI,P043,3,18.0
V003570,T003568,2025-03-26,CHI,P009,1,85.0
V003571,T003571,2025-03-26,CHI,P005,3,65.0
V003572,T003571,2025-03-26,CHI,P064,2,38.0
V003573,T003573,2025-03-26,CHI,P022,1,150.0
V003574,T003573,2025-03-26,CHI,P023,1,40.0
V003575,T003573,2025-03-26,CHI,P028,1,180.0
V003576,T003576,2025-03-26,CHI,P064,3,38.0
V003577,T003576,2025-03-26,CHI,P061,1,165.0
V003578,T003576,2025-03-26,CHI,P012,3,980.0
V003579,T003579,2025-03-26,CHI,P026,2,65.0
V003580,T003579,2025-03-26,CHI,P065,3,30.0
V003581,T003581,2025-03-26,CHI,P025,3,35.0
V003582,T003581,2025-03-26,CHI,P005,1,65.0
V003583,T003583,2025-03-26,CHI,P012,1,980.0
V003584,T003584,2025-03-26,CHI,P082,1,25.0
V003585,T003585,2025-03-26,CHI,P048,1,180.0
V003586,T003585,2025-03-26,CHI,P020,1,55.0
V003587,T003587,2025-03-26,CHI,P060,3,850.0
V003588,T003587,2025-03-26,CHI,P105,1,145.0
V003589,T003589,2025-03-26,CDMX,P021,2,85.0
V003590,T003589,2025-03-26,CDMX,P084,2,18.0
V003591,T003591,2025-03-26,CDMX,P105,2,145.0
V003592,T003592,2025-03-26,CDMX,P064,1,38.0
V003593,T003592,2025-03-26,CDMX,P061,1,165.0
V003594,T003594,2025-03-26,CDMX,P081,1,65.0
V003595,T003594,2025-03-26,CDMX,P022,1,150.0
V003596,T003596,2025-03-26,CDMX,P062,1,320.0
V003597,T003596,2025-03-26,CDMX,P010,1,120.0
V003598,T003598,2025-03-26,CDMX,P020,1,55.0
V003599,T003598,2025-03-26,CDMX,P023,1,40.0
V003600,T003600,2025-03-26,CDMX,P080,1,280.0
V003601,T003601,2025-03-26,CDMX,P020,2,55.0
V003602,T003601,2025-03-26,CDMX,P023,1,40.0
V003603,T003603,2025-03-26,CDMX,P021,1,85.0
V003604,T003603,2025-03-26,CDMX,P023,1,40.0
V003605,T003605,2025-03-26,CDMX,P041,1,35.0
V003606,T003606,2025-03-26,CDMX,P086,3,650.0
V003607,T003606,2025-03-26,CDMX,P008,1,180.0
V003608,T003608,2025-03-26,CDMX,P100,1,1250.0
V003609,T003608,2025-03-26,CDMX,P102,1,45.0
V003610,T003608,2025-03-26,CDMX,P083,2,65.0
V003611,T003611,2025-03-26,CDMX,P046,1,280.0
V003612,T003612,2025-03-26,CDMX,P022,1,150.0
V003613,T003612,2025-03-26,CDMX,P023,3,40.0
V003614,T003614,2025-03-26,MTY,P021,3,85.0
V003615,T003615,2025-03-26,MTY,P102,2,45.0
V003616,T003616,2025-03-26,MTY,P086,2,650.0
V003617,T003617,2025-03-26,MTY,P028,1,180.0
V003618,T003617,2025-03-26,MTY,P008,1,180.0
V003619,T003619,2025-03-26,MTY,P043,3,18.0
V003620,T003619,2025-03-26,MTY,P065,2,30.0
V003621,T003621,2025-03-26,MTY,P021,2,85.0
V003622,T003621,2025-03-26,MTY,P023,3,40.0
V003623,T003623,2025-03-26,MTY,P007,1,95.0
V003624,T003624,2025-03-26,MTY,P026,1,65.0
V003625,T003625,2025-03-26,MTY,P045,1,45.0
V003626,T003625,2025-03-26,MTY,P104,1,95.0
V003627,T003627,2025-03-27,CUN,P029,2,95.0
V003628,T003627,2025-03-27,CUN,P021,1,85.0
V003629,T003629,2025-03-27,CUN,P023,2,40.0
V003630,T003630,2025-03-27,CUN,P009,2,85.0
V003631,T003631,2025-03-27,CUN,P030,2,180.0
V003632,T003632,2025-03-27,CUN,P005,1,65.0
V003633,T003632,2025-03-27,CUN,P085,1,980.0
V003634,T003634,2025-03-27,CUN,P064,1,38.0
V003635,T003634,2025-03-27,CUN,P061,3,165.0
V003636,T003636,2025-03-27,CUN,P020,1,55.0
V003637,T003636,2025-03-27,CUN,P023,3,40.0
V003638,T003638,2025-03-27,CUN,P001,2,145.0
V003639,T003638,2025-03-27,CUN,P007,1,95.0
V003640,T003640,2025-03-27,CUN,P107,2,165.0
V003641,T003640,2025-03-27,CUN,P027,3,320.0
V003642,T003642,2025-03-27,CUN,P100,2,1250.0
V003643,T003642,2025-03-27,CUN,P101,1,35.0
V003644,T003642,2025-03-27,CUN,P046,1,280.0
V003645,T003645,2025-03-27,CUN,P021,2,85.0
V003646,T003645,2025-03-27,CUN,P023,2,40.0
V003647,T003647,2025-03-27,CUN,P063,2,45.0
V003648,T003647,2025-03-27,CUN,P060,2,850.0
V003649,T003647,2025-03-27,CUN,P027,1,320.0
V003650,T003650,2025-03-27,MID,P008,1,180.0
V003651,T003650,2025-03-27,MID,P003,2,8.5
V003652,T003652,2025-03-27,MID,P041,2,35.0
V003653,T003652,2025-03-27,MID,P043,2,18.0
V003654,T003652,2025-03-27,MID,P003,1,8.5
V003655,T003655,2025-03-27,MID,P030,2,180.0
V003656,T003656,2025-03-27,MID,P041,3,35.0
V003657,T003656,2025-03-27,MID,P043,2,18.0
V003658,T003658,2025-03-27,MID,P022,2,150.0
V003659,T003658,2025-03-27,MID,P023,1,40.0
V003660,T003658,2025-03-27,MID,P006,1,12.0
V003661,T003661,2025-03-27,MID,P044,2,22.0
V003662,T003662,2025-03-27,MID,P042,2,28.0
V003663,T003662,2025-03-27,MID,P043,1,18.0
V003664,T003662,2025-03-27,MID,P005,1,65.0
V003665,T003665,2025-03-27,MID,P063,2,45.0
V003666,T003665,2025-03-27,MID,P060,2,850.0
V003667,T003667,2025-03-27,MID,P103,1,120.0
V003668,T003667,2025-03-27,MID,P062,3,320.0
V003669,T003669,2025-03-27,MID,P105,2,145.0
V003670,T003669,2025-03-27,MID,P080,1,280.0
V003671,T003671,2025-03-27,MID,P022,3,150.0
V003672,T003671,2025-03-27,MID,P023,3,40.0
V003673,T003671,2025-03-27,MID,P107,3,165.0
V003674,T003674,2025-03-27,MID,P001,1,145.0
V003675,T003674,2025-03-27,MID,P040,2,1450.0
V003676,T003676,2025-03-27,MID,P008,3,180.0
V003677,T003677,2025-03-27,MID,P005,1,65.0
V003678,T003678,2025-03-27,MID,P080,1,280.0
V003679,T003679,2025-03-27,MID,P041,1,35.0
V003680,T003679,2025-03-27,MID,P043,2,18.0
V003681,T003679,2025-03-27,MID,P046,2,280.0
V003682,T003682,2025-03-27,MID,P041,3,35.0
V003683,T003682,2025-03-27,MID,P043,2,18.0
V003684,T003684,2025-03-27,MID,P030,1,180.0
V003685,T003685,2025-03-27,MID,P042,1,28.0
V003686,T003685,2025-03-27,MID,P043,3,18.0
V003687,T003687,2025-03-27,CHI,P045,2,45.0
V003688,T003687,2025-03-27,CHI,P028,2,180.0
V003689,T003689,2025-03-27,CHI,P101,2,35.0
V003690,T003689,2025-03-27,CHI,P103,2,120.0
V003691,T003691,2025-03-27,CHI,P005,3,65.0
V003692,T003691,2025-03-27,CHI,P086,3,650.0
V003693,T003693,2025-03-27,CHI,P025,1,35.0
V003694,T003694,2025-03-27,CHI,P104,1,95.0
V003695,T003695,2025-03-27,CHI,P066,1,55.0
V003696,T003696,2025-03-27,CHI,P101,2,35.0
V003697,T003697,2025-03-27,CHI,P100,1,1250.0
V003698,T003697,2025-03-27,CHI,P101,3,35.0
V003699,T003699,2025-03-27,CHI,P064,2,38.0
V003700,T003699,2025-03-27,CHI,P061,2,165.0
V003701,T003699,2025-03-27,CHI,P081,1,65.0
V003702,T003702,2025-03-27,CHI,P100,1,1250.0
V003703,T003702,2025-03-27,CHI,P101,2,35.0
V003704,T003704,2025-03-27,CHI,P080,1,280.0
V003705,T003705,2025-03-27,CHI,P024,1,6.0
V003706,T003706,2025-03-27,CHI,P064,1,38.0
V003707,T003706,2025-03-27,CHI,P061,2,165.0
V003708,T003708,2025-03-27,CHI,P020,2,55.0
V003709,T003708,2025-03-27,CHI,P023,3,40.0
V003710,T003708,2025-03-27,CHI,P028,2,180.0
V003711,T003711,2025-03-27,CHI,P022,2,150.0
V003712,T003711,2025-03-27,CHI,P023,1,40.0
V003713,T003713,2025-03-27,CDMX,P013,2,45.0
V003714,T003714,2025-03-27,CDMX,P104,2,95.0
V003715,T003715,2025-03-27,CDMX,P064,1,38.0
V003716,T003715,2025-03-27,CDMX,P061,2,165.0
V003717,T003717,2025-03-27,CDMX,P060,3,850.0
V003718,T003717,2025-03-27,CDMX,P020,1,55.0
V003719,T003719,2025-03-27,CDMX,P080,2,280.0
V003720,T003720,2025-03-27,CDMX,P080,2,280.0
V003721,T003721,2025-03-27,CDMX,P063,2,45.0
V003722,T003721,2025-03-27,CDMX,P060,1,850.0
V003723,T003721,2025-03-27,CDMX,P006,3,12.0
V003724,T003724,2025-03-27,CDMX,P010,1,120.0
V003725,T003724,2025-03-27,CDMX,P064,2,38.0
V003726,T003726,2025-03-27,CDMX,P005,1,65.0
V003727,T003727,2025-03-27,CDMX,P041,1,35.0
V003728,T003727,2025-03-27,CDMX,P043,3,18.0
V003729,T003727,2025-03-27,CDMX,P044,2,22.0
